Route,Location,URL,"Avg Stars","Your Stars","Route Type",Rating,Pitches,Length,"Area Latitude","Area Longitude"
"The Rock Traverse","UW Rock > Seattle and Seattle Eastside > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/123408177/the-rock-traverse,3.5,-1,TR,5.10,1,130,47.6481,-122.301
"The No Crack Traverse","UW Rock > Seattle and Seattle Eastside > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/123408187/the-no-crack-traverse,4.0,-1,TR,5.11,1,130,47.6481,-122.301
"Volunteer Park Water Tower","Volunteer Park Water Tower > Seattle Urban Climbing > Seattle and Seattle Eastside > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/106515697/volunteer-park-water-tower,3.1,-1,TR,5.9+,1,75,47.62901,-122.31455
"Demons and Darklords","Volunteer Park Water Tower > Seattle Urban Climbing > Seattle and Seattle Eastside > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/118325125/demons-and-darklords,2.0,-1,Sport,"5.10a R",1,70,47.62901,-122.31455
"Grandpa Lit The Roof On Fire","Volunteer Park Water Tower > Seattle Urban Climbing > Seattle and Seattle Eastside > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/118325104/grandpa-lit-the-roof-on-fire,3.0,-1,"TR, Boulder","5.10+ V3",1,20,47.62901,-122.31455
"Old Route","Ramps To Nowhere > Seattle Urban Climbing > Seattle and Seattle Eastside > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/118307478/old-route,4.0,-1,TR,5.10b,1,40,47.64408,-122.29441
"New Route","Ramps To Nowhere > Seattle Urban Climbing > Seattle and Seattle Eastside > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/118307588/new-route,4.0,-1,TR,5.11b,1,80,47.64408,-122.29441
"What's a Cookiecliff?","The Kenticle Proper > Kent East Hill Skate Park (AKA The Kenticle) > Seattle and Seattle Eastside > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/119607948/whats-a-cookiecliff,2.0,-1,"Sport, TR",5.6,1,50,47.38585,-122.18722
Elusivity,"The Kenticle Proper > Kent East Hill Skate Park (AKA The Kenticle) > Seattle and Seattle Eastside > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/119594667/elusivity,2.0,-1,Sport,5.7,1,50,47.38585,-122.18722
"Caldwell Luv","The Kenticle Proper > Kent East Hill Skate Park (AKA The Kenticle) > Seattle and Seattle Eastside > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/119594474/caldwell-luv,2.0,-1,Sport,5.7,1,50,47.38585,-122.18722
"Gym Stalker","The Kenticle Proper > Kent East Hill Skate Park (AKA The Kenticle) > Seattle and Seattle Eastside > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/119594320/gym-stalker,2.0,-1,Sport,5.7,1,50,47.38585,-122.18722
"Land of Michael Scott","The Kenticle Proper > Kent East Hill Skate Park (AKA The Kenticle) > Seattle and Seattle Eastside > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/119660213/land-of-michael-scott,1.0,-1,Sport,"5.8 PG13",1,50,47.38585,-122.18722
"Gosh Darn Routesetters","The Kenticle Proper > Kent East Hill Skate Park (AKA The Kenticle) > Seattle and Seattle Eastside > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/119594609/gosh-darn-routesetters,2.0,-1,Sport,5.8,1,50,47.38585,-122.18722
"Campbell's Soup","The Kenticle Proper > Kent East Hill Skate Park (AKA The Kenticle) > Seattle and Seattle Eastside > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/119594386/campbells-soup,2.5,-1,Sport,5.8,1,50,47.38585,-122.18722
"Small Brother","The Kenticle Proper > Kent East Hill Skate Park (AKA The Kenticle) > Seattle and Seattle Eastside > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/119660270/small-brother,2.5,-1,Sport,5.8+,1,50,47.38585,-122.18722
Honnoldesqueity,"The Kenticle Proper > Kent East Hill Skate Park (AKA The Kenticle) > Seattle and Seattle Eastside > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/119594746/honnoldesqueity,3.0,-1,TR,5.9-,1,50,47.38585,-122.18722
"Li'l Ondra","The Kenticle Proper > Kent East Hill Skate Park (AKA The Kenticle) > Seattle and Seattle Eastside > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/119594548/lil-ondra,2.5,-1,Sport,5.10a,1,50,47.38585,-122.18722
"East Side Crack (Wall Features Only)","The Kenticle Proper > Kent East Hill Skate Park (AKA The Kenticle) > Seattle and Seattle Eastside > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/112851856/east-side-crack-wall-features-only,3.2,-1,Sport,5.10-,1,50,47.38585,-122.18722
"Fork Yeah","The Kenticle Proper > Kent East Hill Skate Park (AKA The Kenticle) > Seattle and Seattle Eastside > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/119825555/fork-yeah,4.0,-1,TR,5.10a/b,1,50,47.38585,-122.18722
"Watermelons & Weasels","The Kenticle Proper > Kent East Hill Skate Park (AKA The Kenticle) > Seattle and Seattle Eastside > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/120380436/watermelons-weasels,2.5,-1,Sport,5.10b,1,50,47.38585,-122.18722
"Y Face (Right Start)","NW Face > NW and SW faces > West Spire > Marymoor Park Outdoor Sport Crag > Seattle and Seattle Eastside > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/113563443/y-face-right-start,2.3,-1,"Sport, TR",5.10b,1,60,47.66431,-122.11147
"Y Face (Left Start)","NW Face > NW and SW faces > West Spire > Marymoor Park Outdoor Sport Crag > Seattle and Seattle Eastside > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/113563433/y-face-left-start,2.0,-1,"Sport, TR",5.10c/d,1,60,47.66431,-122.11147
"SW Face anything goes, no arete","SW Face > NW and SW faces > West Spire > Marymoor Park Outdoor Sport Crag > Seattle and Seattle Eastside > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/124100185/sw-face-anything-goes-no-arete,2.0,-1,Sport,5.10a,1,37,47.66429,-122.11151
"Left Arete","East faces & Dihedral > West Spire > Marymoor Park Outdoor Sport Crag > Seattle and Seattle Eastside > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/109464452/left-arete,-1.0,-1,Sport,5.7,1,,47.66431,-122.11148
"Right Arete","East faces & Dihedral > West Spire > Marymoor Park Outdoor Sport Crag > Seattle and Seattle Eastside > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/109464456/right-arete,2.0,-1,Sport,5.8,1,,47.66431,-122.11148
"Corner stem, anything goes","East faces & Dihedral > West Spire > Marymoor Park Outdoor Sport Crag > Seattle and Seattle Eastside > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/124100245/corner-stem-anything-goes,2.0,-1,Sport,5.10b/c,1,40,47.66431,-122.11148
"NE face, center","East faces & Dihedral > West Spire > Marymoor Park Outdoor Sport Crag > Seattle and Seattle Eastside > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/107094094/ne-face-center,3.0,-1,Sport,5.11,1,40,47.66431,-122.11148
"Right face layback edge","East faces & Dihedral > West Spire > Marymoor Park Outdoor Sport Crag > Seattle and Seattle Eastside > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/114965628/right-face-layback-edge,3.0,-1,"Sport, TR",5.11,1,30,47.66431,-122.11148
"Rib stem","East faces & Dihedral > West Spire > Marymoor Park Outdoor Sport Crag > Seattle and Seattle Eastside > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/112015451/rib-stem,3.0,-1,"Sport, TR",5.11d,1,,47.66431,-122.11148
"North Rib, all holds","East face and north rib > North Buttress > Marymoor Park Outdoor Sport Crag > Seattle and Seattle Eastside > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/113550790/north-rib-all-holds,3.0,-1,"Sport, TR",5.8+,1,30,47.66431,-122.11148
"Face only, all holds","East face and north rib > North Buttress > Marymoor Park Outdoor Sport Crag > Seattle and Seattle Eastside > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/113550735/face-only-all-holds,3.0,-1,"Sport, TR",5.10d,1,,47.66431,-122.11148
"West Rib","West face > North Buttress > Marymoor Park Outdoor Sport Crag > Seattle and Seattle Eastside > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/114268597/west-rib,2.0,-1,Sport,5.5,1,35,47.66431,-122.11148
"Left Ramp","South Face & S. Dihedral > South Buttress > Marymoor Park Outdoor Sport Crag > Seattle and Seattle Eastside > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/109355407/left-ramp,1.5,-1,Sport,5.7,1,,47.66431,-122.11148
Corner,"South Face & S. Dihedral > South Buttress > Marymoor Park Outdoor Sport Crag > Seattle and Seattle Eastside > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/109355419/corner,1.7,-1,Sport,5.7,1,,47.66431,-122.11148
"Left arete","South Face & S. Dihedral > South Buttress > Marymoor Park Outdoor Sport Crag > Seattle and Seattle Eastside > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/113581990/left-arete,3.0,-1,"Sport, TR",5.8+,1,,47.66431,-122.11148
"South Rib","South Face & S. Dihedral > South Buttress > Marymoor Park Outdoor Sport Crag > Seattle and Seattle Eastside > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/109355425/south-rib,1.6,-1,Sport,5.8+,1,50,47.66431,-122.11148
Face,"South Face & S. Dihedral > South Buttress > Marymoor Park Outdoor Sport Crag > Seattle and Seattle Eastside > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/109355414/face,1.7,-1,Sport,5.9,1,,47.66431,-122.11148
"Rainier Arete","South Face & S. Dihedral > South Buttress > Marymoor Park Outdoor Sport Crag > Seattle and Seattle Eastside > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/107094059/rainier-arete,1.5,-1,Sport,5.10c,1,50,47.66431,-122.11148
"Left edge, eliminate","South Face & S. Dihedral > South Buttress > Marymoor Park Outdoor Sport Crag > Seattle and Seattle Eastside > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/109355411/left-edge-eliminate,2.0,-1,Sport,5.11,1,,47.66431,-122.11148
"The Nose","East Face > South Buttress > Marymoor Park Outdoor Sport Crag > Seattle and Seattle Eastside > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/107094067/the-nose,3.0,-1,Sport,5.9+,1,30,47.66431,-122.11148
"Right of Nose","East Face > South Buttress > Marymoor Park Outdoor Sport Crag > Seattle and Seattle Eastside > Central-West Cascades & Seattle > Washington",https://www.mountainproject.com/route/109367411/right-of-nose,2.0,-1,"Sport, TR",5.9+,1,,47.66431,-122.11148
