Route,Location,URL,"Avg Stars","Your Stars","Route Type",Rating,Pitches,Length,"Area Latitude","Area Longitude"
"Jungle Boogie","The Pumphouse > Power House Hill (Pumphouse, Baker City Crags) > Baker Crags > Bellingham and Mt Baker Hwy > Northwest Region > Washington",https://www.mountainproject.com/route/112042588/jungle-boogie,2.8,-1,Sport,5.10b,1,,48.90627,-121.82772
"Go-go Gadget","The Pumphouse > Power House Hill (Pumphouse, Baker City Crags) > Baker Crags > Bellingham and Mt Baker Hwy > Northwest Region > Washington",https://www.mountainproject.com/route/112042637/go-go-gadget,2.9,-1,Sport,5.11b,1,,48.90627,-121.82772
Streaker,"The Pumphouse > Power House Hill (Pumphouse, Baker City Crags) > Baker Crags > Bellingham and Mt Baker Hwy > Northwest Region > Washington",https://www.mountainproject.com/route/112042601/streaker,2.7,-1,Sport,5.11c,1,,48.90627,-121.82772
"Twisted Soul","The Pumphouse > Power House Hill (Pumphouse, Baker City Crags) > Baker Crags > Bellingham and Mt Baker Hwy > Northwest Region > Washington",https://www.mountainproject.com/route/112042646/twisted-soul,3.0,-1,Sport,5.11c,1,,48.90627,-121.82772
"Super Bad","The Pumphouse > Power House Hill (Pumphouse, Baker City Crags) > Baker Crags > Bellingham and Mt Baker Hwy > Northwest Region > Washington",https://www.mountainproject.com/route/112042607/super-bad,4.0,-1,Sport,5.11d,1,,48.90627,-121.82772
"Across the House","The Pumphouse > Power House Hill (Pumphouse, Baker City Crags) > Baker Crags > Bellingham and Mt Baker Hwy > Northwest Region > Washington",https://www.mountainproject.com/route/112042674/across-the-house,3.0,-1,Sport,5.11d,1,,48.90627,-121.82772
"Feeding Frenzy","The Pumphouse > Power House Hill (Pumphouse, Baker City Crags) > Baker Crags > Bellingham and Mt Baker Hwy > Northwest Region > Washington",https://www.mountainproject.com/route/112042683/feeding-frenzy,2.0,-1,Sport,5.12a,1,,48.90627,-121.82772
"Super Baddest","The Pumphouse > Power House Hill (Pumphouse, Baker City Crags) > Baker Crags > Bellingham and Mt Baker Hwy > Northwest Region > Washington",https://www.mountainproject.com/route/112042625/super-baddest,4.0,-1,Sport,5.12b,1,,48.90627,-121.82772
Shorty,"The Pumphouse > Power House Hill (Pumphouse, Baker City Crags) > Baker Crags > Bellingham and Mt Baker Hwy > Northwest Region > Washington",https://www.mountainproject.com/route/112042594/shorty,3.0,-1,Sport,5.12c,1,,48.90627,-121.82772
"The Pinch of Death","The Pumphouse > Power House Hill (Pumphouse, Baker City Crags) > Baker Crags > Bellingham and Mt Baker Hwy > Northwest Region > Washington",https://www.mountainproject.com/route/112042632/the-pinch-of-death,3.5,-1,Sport,5.12d,1,,48.90627,-121.82772
"Return to Sender","The Pumphouse > Power House Hill (Pumphouse, Baker City Crags) > Baker Crags > Bellingham and Mt Baker Hwy > Northwest Region > Washington",https://www.mountainproject.com/route/122446425/return-to-sender,3.5,-1,Sport,5.12d,1,75,48.90627,-121.82772
"Speaking Spanish","Cobblestone Wall > Baker Crags > Bellingham and Mt Baker Hwy > Northwest Region > Washington",https://www.mountainproject.com/route/119460813/speaking-spanish,3.0,-1,Sport,5.8+,1,80,48.90605,-121.82832
"Cobl Wobl","Cobblestone Wall > Baker Crags > Bellingham and Mt Baker Hwy > Northwest Region > Washington",https://www.mountainproject.com/route/119111643/cobl-wobl,2.9,-1,Sport,5.9,1,70,48.90605,-121.82832
"Mean Streak","Cobblestone Wall > Baker Crags > Bellingham and Mt Baker Hwy > Northwest Region > Washington",https://www.mountainproject.com/route/119460751/mean-streak,3.0,-1,Sport,5.9,1,70,48.90605,-121.82832
"The Stepsister","Cobblestone Wall > Baker Crags > Bellingham and Mt Baker Hwy > Northwest Region > Washington",https://www.mountainproject.com/route/119111692/the-stepsister,2.7,-1,Sport,5.10a,1,65,48.90605,-121.82832
Warts,"Cobblestone Wall > Baker Crags > Bellingham and Mt Baker Hwy > Northwest Region > Washington",https://www.mountainproject.com/route/119460768/warts,3.5,-1,Sport,5.10a,1,70,48.90605,-121.82832
"Moss Attack","Cobblestone Wall > Baker Crags > Bellingham and Mt Baker Hwy > Northwest Region > Washington",https://www.mountainproject.com/route/119460846/moss-attack,2.8,-1,Sport,5.10b/c,1,80,48.90605,-121.82832
"Friction Therapy","Summertime Crag > Washington Pass > North Cascades > Hwy 20 and North Cascades National Park > Northwest Region > Washington",https://www.mountainproject.com/route/124743128/friction-therapy,3.0,-1,"Sport, Alpine",5.10c,1,50,48.52006,-120.6398
"Chitlins Con Carne","Summertime Crag > Washington Pass > North Cascades > Hwy 20 and North Cascades National Park > Northwest Region > Washington",https://www.mountainproject.com/route/110728678/chitlins-con-carne,2.0,-1,"Sport, Alpine",5.11a,1,70,48.52006,-120.6398
Lefty,"Summertime Crag > Washington Pass > North Cascades > Hwy 20 and North Cascades National Park > Northwest Region > Washington",https://www.mountainproject.com/route/125126360/lefty,3.5,-1,"Sport, Alpine",5.11b,1,55,48.52006,-120.6398
Caravan,"Summertime Crag > Washington Pass > North Cascades > Hwy 20 and North Cascades National Park > Northwest Region > Washington",https://www.mountainproject.com/route/110728691/caravan,2.0,-1,"Sport, Alpine",5.11b/c,1,70,48.52006,-120.6398
"Alice in Wonderland","Summertime Crag > Washington Pass > North Cascades > Hwy 20 and North Cascades National Park > Northwest Region > Washington",https://www.mountainproject.com/route/110728819/alice-in-wonderland,2.0,-1,"Sport, Alpine",5.11b/c,1,40,48.52006,-120.6398
Django,"Summertime Crag > Washington Pass > North Cascades > Hwy 20 and North Cascades National Park > Northwest Region > Washington",https://www.mountainproject.com/route/110728672/django,3.0,-1,"Sport, Alpine",5.11d,2,70,48.52006,-120.6398
Hottentot,"Summertime Crag > Washington Pass > North Cascades > Hwy 20 and North Cascades National Park > Northwest Region > Washington",https://www.mountainproject.com/route/110728825/hottentot,1.0,-1,"Sport, Alpine",5.12,1,,48.52006,-120.6398
"Unnamed 6","Spire Gully right - Alpenkuhl > Spire Gully > Hairpin Crags > Washington Pass > North Cascades > Hwy 20 and North Cascades National Park > Northwest Region > Washington",https://www.mountainproject.com/route/119079520/unnamed-6,2.5,-1,"Sport, Alpine",5.8,1,70,48.51355,-120.64594
"Unnamed  2","Spire Gully right - Alpenkuhl > Spire Gully > Hairpin Crags > Washington Pass > North Cascades > Hwy 20 and North Cascades National Park > Northwest Region > Washington",https://www.mountainproject.com/route/113263629/unnamed-2,2.0,-1,"Sport, Alpine",5.9,1,,48.51355,-120.64594
"Unnamed  3","Spire Gully right - Alpenkuhl > Spire Gully > Hairpin Crags > Washington Pass > North Cascades > Hwy 20 and North Cascades National Park > Northwest Region > Washington",https://www.mountainproject.com/route/113263644/unnamed-3,2.7,-1,"Sport, Alpine",5.10,1,,48.51355,-120.64594
"Unnamed  4","Spire Gully right - Alpenkuhl > Spire Gully > Hairpin Crags > Washington Pass > North Cascades > Hwy 20 and North Cascades National Park > Northwest Region > Washington",https://www.mountainproject.com/route/113263696/unnamed-4,2.8,-1,"Sport, Alpine",5.10,1,,48.51355,-120.64594
"Route C","Ice box left side > Hairpin Crags > Washington Pass > North Cascades > Hwy 20 and North Cascades National Park > Northwest Region > Washington",https://www.mountainproject.com/route/117783393/route-c,2.1,-1,"Sport, Alpine",5.9,1,70,48.51344,-120.64594
"Route D","Ice box left side > Hairpin Crags > Washington Pass > North Cascades > Hwy 20 and North Cascades National Park > Northwest Region > Washington",https://www.mountainproject.com/route/117783580/route-d,3.0,-1,"Sport, Alpine",5.10c,1,75,48.51344,-120.64594
"Particulate Matter","Ice Box right side > Hairpin Crags > Washington Pass > North Cascades > Hwy 20 and North Cascades National Park > Northwest Region > Washington",https://www.mountainproject.com/route/117797500/particulate-matter,3.0,-1,"Sport, Alpine",5.10-,1,80,48.51379,-120.64526
Ephemeral,"Ice Box right side > Hairpin Crags > Washington Pass > North Cascades > Hwy 20 and North Cascades National Park > Northwest Region > Washington",https://www.mountainproject.com/route/117797479/ephemeral,4.0,-1,"Sport, Alpine",5.11c,1,60,48.51379,-120.64526
"Spontaneous Distraction","Le Petit Cheval > Kangaroo Ridge > Washington Pass > North Cascades > Hwy 20 and North Cascades National Park > Northwest Region > Washington",https://www.mountainproject.com/route/107745728/spontaneous-distraction,2.2,-1,"Trad, Sport, Alpine",5.10b,4,400,48.53569,-120.62207
Nothing,"South Early Winters Spire > Liberty Bell Group > Washington Pass > North Cascades > Hwy 20 and North Cascades National Park > Northwest Region > Washington",https://www.mountainproject.com/route/124424403/nothing,4.0,-1,"Sport, Aid, Alpine","5.11d A0",12,1000,48.51216,-120.65513
"Hail Satan","Mamie Peak > North Cascades > Hwy 20 and North Cascades National Park > Northwest Region > Washington",https://www.mountainproject.com/route/110683308/hail-satan,2.0,-1,"Sport, Alpine",5.11-,1,90,48.91508,-121.58401
"Misha's Route","Ryan's Wall > Upper Skagit Valley > Hwy 20 and North Cascades National Park > Northwest Region > Washington",https://www.mountainproject.com/route/112208574/mishas-route,1.6,-1,Sport,5.9,1,,48.67782,-121.24374
"Cherche La Femme","Ryan's Wall > Upper Skagit Valley > Hwy 20 and North Cascades National Park > Northwest Region > Washington",https://www.mountainproject.com/route/110785537/cherche-la-femme,2.2,-1,Sport,5.10a,1,40,48.67782,-121.24374
"I Take the Blame","Ryan's Wall > Upper Skagit Valley > Hwy 20 and North Cascades National Park > Northwest Region > Washington",https://www.mountainproject.com/route/117404731/i-take-the-blame,2.0,-1,Sport,5.10b,1,70,48.67782,-121.24374
"Cold Beer in the River","Ryan's Wall > Upper Skagit Valley > Hwy 20 and North Cascades National Park > Northwest Region > Washington",https://www.mountainproject.com/route/106261309/cold-beer-in-the-river,3.1,-1,Sport,5.10b/c,3,,48.67782,-121.24374
"Kate Moss","Ryan's Wall > Upper Skagit Valley > Hwy 20 and North Cascades National Park > Northwest Region > Washington",https://www.mountainproject.com/route/106282862/kate-moss,3.5,-1,Sport,5.11a,1,80,48.67782,-121.24374
"Domestic Bliss","Ryan's Wall > Upper Skagit Valley > Hwy 20 and North Cascades National Park > Northwest Region > Washington",https://www.mountainproject.com/route/108981812/domestic-bliss,2.6,-1,Sport,5.11a,1,,48.67782,-121.24374
"Luna Park","Ryan's Wall > Upper Skagit Valley > Hwy 20 and North Cascades National Park > Northwest Region > Washington",https://www.mountainproject.com/route/106261297/luna-park,3.4,-1,Sport,5.11b,1,70,48.67782,-121.24374
"Cherche La Femme Extension","Ryan's Wall > Upper Skagit Valley > Hwy 20 and North Cascades National Park > Northwest Region > Washington",https://www.mountainproject.com/route/114508208/cherche-la-femme-extension,2.9,-1,Sport,5.11b,1,,48.67782,-121.24374
Serendipity,"Ryan's Wall > Upper Skagit Valley > Hwy 20 and North Cascades National Park > Northwest Region > Washington",https://www.mountainproject.com/route/106846471/serendipity,3.2,-1,Sport,5.11c,1,80,48.67782,-121.24374
"Hull Yeah","Ryan's Wall > Upper Skagit Valley > Hwy 20 and North Cascades National Park > Northwest Region > Washington",https://www.mountainproject.com/route/108981956/hull-yeah,3.6,-1,Sport,5.11d,1,35,48.67782,-121.24374
"Despicable You","Ryan's Wall > Upper Skagit Valley > Hwy 20 and North Cascades National Park > Northwest Region > Washington",https://www.mountainproject.com/route/114609999/despicable-you,1.0,-1,Sport,5.12a,1,90,48.67782,-121.24374
"Business Before Pleasure","Ryan's Wall > Upper Skagit Valley > Hwy 20 and North Cascades National Park > Northwest Region > Washington",https://www.mountainproject.com/route/106846489/business-before-pleasure,3.1,-1,Sport,5.12a/b,1,80,48.67782,-121.24374
Lockjaw,"Ryan's Wall > Upper Skagit Valley > Hwy 20 and North Cascades National Park > Northwest Region > Washington",https://www.mountainproject.com/route/106846495/lockjaw,3.4,-1,Sport,5.12b,1,60,48.67782,-121.24374
"12c for a day","Ryan's Wall > Upper Skagit Valley > Hwy 20 and North Cascades National Park > Northwest Region > Washington",https://www.mountainproject.com/route/108981676/12c-for-a-day,3.5,-1,Sport,5.12b,1,,48.67782,-121.24374
"Shoe Phone","Ryan's Wall > Upper Skagit Valley > Hwy 20 and North Cascades National Park > Northwest Region > Washington",https://www.mountainproject.com/route/109256788/shoe-phone,2.5,-1,Sport,5.12b,1,60,48.67782,-121.24374
"Gainfully Unemployed","Ryan's Wall > Upper Skagit Valley > Hwy 20 and North Cascades National Park > Northwest Region > Washington",https://www.mountainproject.com/route/109310367/gainfully-unemployed,3.4,-1,Sport,5.12b,1,100,48.67782,-121.24374
"Breaking the Law","Ryan's Wall > Upper Skagit Valley > Hwy 20 and North Cascades National Park > Northwest Region > Washington",https://www.mountainproject.com/route/109312119/breaking-the-law,3.4,-1,Sport,5.12b,1,90,48.67782,-121.24374
"Despicable Me","Ryan's Wall > Upper Skagit Valley > Hwy 20 and North Cascades National Park > Northwest Region > Washington",https://www.mountainproject.com/route/112042286/despicable-me,2.5,-1,Sport,5.12b,1,90,48.67782,-121.24374
"Highway 99","Ryan's Wall > Upper Skagit Valley > Hwy 20 and North Cascades National Park > Northwest Region > Washington",https://www.mountainproject.com/route/112044410/highway-99,3.1,-1,Sport,5.12b,1,,48.67782,-121.24374
"Cinnamon Groove","Ryan's Wall > Upper Skagit Valley > Hwy 20 and North Cascades National Park > Northwest Region > Washington",https://www.mountainproject.com/route/106816391/cinnamon-groove,4.0,-1,Sport,5.12c,1,110,48.67782,-121.24374
"No Reimer Reason","Ryan's Wall > Upper Skagit Valley > Hwy 20 and North Cascades National Park > Northwest Region > Washington",https://www.mountainproject.com/route/111987927/no-reimer-reason,3.0,-1,Sport,5.12c,1,,48.67782,-121.24374
"Get in The Van","Ryan's Wall > Upper Skagit Valley > Hwy 20 and North Cascades National Park > Northwest Region > Washington",https://www.mountainproject.com/route/111987960/get-in-the-van,3.0,-1,Sport,5.12c,1,,48.67782,-121.24374
Prometheus,"Ryan's Wall > Upper Skagit Valley > Hwy 20 and North Cascades National Park > Northwest Region > Washington",https://www.mountainproject.com/route/114420828/prometheus,3.0,-1,Sport,5.12c,1,120,48.67782,-121.24374
Meridian,"Ryan's Wall > Upper Skagit Valley > Hwy 20 and North Cascades National Park > Northwest Region > Washington",https://www.mountainproject.com/route/106816367/meridian,3.7,-1,Sport,5.12c/d,1,140,48.67782,-121.24374
"Paradigm Shift","Ryan's Wall > Upper Skagit Valley > Hwy 20 and North Cascades National Park > Northwest Region > Washington",https://www.mountainproject.com/route/108632518/paradigm-shift,3.3,-1,Sport,5.12c/d,1,60,48.67782,-121.24374
"The Hurt Locker","Ryan's Wall > Upper Skagit Valley > Hwy 20 and North Cascades National Park > Northwest Region > Washington",https://www.mountainproject.com/route/106816380/the-hurt-locker,3.2,-1,Sport,5.12d,1,140,48.67782,-121.24374
"Steeple Chase","Ryan's Wall > Upper Skagit Valley > Hwy 20 and North Cascades National Park > Northwest Region > Washington",https://www.mountainproject.com/route/114609949/steeple-chase,1.5,-1,Sport,5.12d,1,60,48.67782,-121.24374
OSX,"Ryan's Wall > Upper Skagit Valley > Hwy 20 and North Cascades National Park > Northwest Region > Washington",https://www.mountainproject.com/route/114609937/osx,1.5,-1,Sport,5.13a,1,60,48.67782,-121.24374
Callisto,"Ryan's Wall > Upper Skagit Valley > Hwy 20 and North Cascades National Park > Northwest Region > Washington",https://www.mountainproject.com/route/106816352/callisto,4.0,-1,Sport,5.13a,1,145,48.67782,-121.24374
"Manfully Endowed","Ryan's Wall > Upper Skagit Valley > Hwy 20 and North Cascades National Park > Northwest Region > Washington",https://www.mountainproject.com/route/110900960/manfully-endowed,3.0,-1,Sport,5.13a,1,10,48.67782,-121.24374
"Golden Khan","Ryan's Wall > Upper Skagit Valley > Hwy 20 and North Cascades National Park > Northwest Region > Washington",https://www.mountainproject.com/route/112045059/golden-khan,3.0,-1,Sport,5.13a,1,,48.67782,-121.24374
"Pocket Cyclops","Ryan's Wall > Upper Skagit Valley > Hwy 20 and North Cascades National Park > Northwest Region > Washington",https://www.mountainproject.com/route/112050393/pocket-cyclops,2.0,-1,Sport,5.13a,1,,48.67782,-121.24374
"Van Halem","Ryan's Wall > Upper Skagit Valley > Hwy 20 and North Cascades National Park > Northwest Region > Washington",https://www.mountainproject.com/route/106816340/van-halem,4.0,-1,Sport,5.13b,1,100,48.67782,-121.24374
"Paradigm Drift","Ryan's Wall > Upper Skagit Valley > Hwy 20 and North Cascades National Park > Northwest Region > Washington",https://www.mountainproject.com/route/108632547/paradigm-drift,4.0,-1,Sport,5.13c,1,110,48.67782,-121.24374
"Rainy Day Woman","Diablo Wall > Upper Skagit Valley > Hwy 20 and North Cascades National Park > Northwest Region > Washington",https://www.mountainproject.com/route/112360322/rainy-day-woman,2.9,-1,Sport,5.10a,1,70,48.71251,-121.16078
Oso,"Diablo Wall > Upper Skagit Valley > Hwy 20 and North Cascades National Park > Northwest Region > Washington",https://www.mountainproject.com/route/112358383/oso,2.7,-1,Sport,5.11a,1,70,48.71251,-121.16078
Kinnikinnick,"Diablo Wall > Upper Skagit Valley > Hwy 20 and North Cascades National Park > Northwest Region > Washington",https://www.mountainproject.com/route/112358241/kinnikinnick,2.0,-1,Sport,5.11,1,80,48.71251,-121.16078
"Shiny Yellow Crane","Diablo Wall > Upper Skagit Valley > Hwy 20 and North Cascades National Park > Northwest Region > Washington",https://www.mountainproject.com/route/112358206/shiny-yellow-crane,4.0,-1,Sport,5.12a,1,110,48.71251,-121.16078
Guillotine,"Diablo Wall > Upper Skagit Valley > Hwy 20 and North Cascades National Park > Northwest Region > Washington",https://www.mountainproject.com/route/112358389/guillotine,3.2,-1,Sport,5.12a,1,100,48.71251,-121.16078
"Upriver Justice","Diablo Wall > Upper Skagit Valley > Hwy 20 and North Cascades National Park > Northwest Region > Washington",https://www.mountainproject.com/route/114408336/upriver-justice,4.0,-1,Sport,5.12a,1,85,48.71251,-121.16078
"Bolts to Nowhere","Diablo Wall > Upper Skagit Valley > Hwy 20 and North Cascades National Park > Northwest Region > Washington",https://www.mountainproject.com/route/112358218/bolts-to-nowhere,2.0,-1,Sport,5.12b,1,90,48.71251,-121.16078
"Al Tesoro","Diablo Wall > Upper Skagit Valley > Hwy 20 and North Cascades National Park > Northwest Region > Washington",https://www.mountainproject.com/route/112358188/al-tesoro,4.0,-1,Sport,5.13a,1,100,48.71251,-121.16078
"The DT Route","Big Rock > Other Skagit Valley Crags > Hwy 20 and North Cascades National Park > Northwest Region > Washington",https://www.mountainproject.com/route/107688751/the-dt-route,2.2,-1,Sport,5.6,1,40,48.42733,-122.26081
"Too Much Bush","Big Rock > Other Skagit Valley Crags > Hwy 20 and North Cascades National Park > Northwest Region > Washington",https://www.mountainproject.com/route/108123214/too-much-bush,0.7,-1,"Trad, TR",5.6,1,40,48.42733,-122.26081
"Gladys's Blouse","Big Rock > Other Skagit Valley Crags > Hwy 20 and North Cascades National Park > Northwest Region > Washington",https://www.mountainproject.com/route/107329493/gladyss-blouse,1.0,-1,Sport,5.8,1,50,48.42733,-122.26081
"Whirled Peas","Big Rock > Other Skagit Valley Crags > Hwy 20 and North Cascades National Park > Northwest Region > Washington",https://www.mountainproject.com/route/110548470/whirled-peas,1.4,-1,Sport,5.8,1,40,48.42733,-122.26081
"Lazarus 5.9","Big Rock > Other Skagit Valley Crags > Hwy 20 and North Cascades National Park > Northwest Region > Washington",https://www.mountainproject.com/route/107329464/lazarus-59,1.5,-1,Sport,5.9,1,45,48.42733,-122.26081
"I like your sleeves they're Big","Big Rock > Other Skagit Valley Crags > Hwy 20 and North Cascades National Park > Northwest Region > Washington",https://www.mountainproject.com/route/107329499/i-like-your-sleeves-theyre-big,2.0,-1,Sport,5.9,1,50,48.42733,-122.26081
"Shroud of Turin 5.10a","Big Rock > Other Skagit Valley Crags > Hwy 20 and North Cascades National Park > Northwest Region > Washington",https://www.mountainproject.com/route/107329478/shroud-of-turin-510a,2.1,-1,Sport,5.10a,1,45,48.42733,-122.26081
"Upside Down Metronome","Big Rock > Other Skagit Valley Crags > Hwy 20 and North Cascades National Park > Northwest Region > Washington",https://www.mountainproject.com/route/107688058/upside-down-metronome,2.2,-1,Sport,5.10a,1,40,48.42733,-122.26081
"Valley of Bones","Big Rock > Other Skagit Valley Crags > Hwy 20 and North Cascades National Park > Northwest Region > Washington",https://www.mountainproject.com/route/107688760/valley-of-bones,3.1,-1,Sport,5.10a/b,1,40,48.42733,-122.26081
"West Nile Virus","Big Rock > Other Skagit Valley Crags > Hwy 20 and North Cascades National Park > Northwest Region > Washington",https://www.mountainproject.com/route/107329486/west-nile-virus,2.4,-1,Sport,5.10b/c,1,35,48.42733,-122.26081
Snugglefuk,"Main Wall > 7 Mile Rock > Cumberland Crags > Other Skagit Valley Crags > Hwy 20 and North Cascades National Park > Northwest Region > Washington",https://www.mountainproject.com/route/108456921/snugglefuk,2.4,-1,Sport,5.8,1,100,48.46737,-121.96294
"Slippter Crack","Main Wall > 7 Mile Rock > Cumberland Crags > Other Skagit Valley Crags > Hwy 20 and North Cascades National Park > Northwest Region > Washington",https://www.mountainproject.com/route/108456857/slippter-crack,2.6,-1,"Trad, Sport",5.9,1,60,48.46737,-121.96294
"High Exposure","Main Wall > 7 Mile Rock > Cumberland Crags > Other Skagit Valley Crags > Hwy 20 and North Cascades National Park > Northwest Region > Washington",https://www.mountainproject.com/route/108462281/high-exposure,2.0,-1,"Trad, Sport",5.9,1,60,48.46737,-121.96294
Twitterpated,"Main Wall > 7 Mile Rock > Cumberland Crags > Other Skagit Valley Crags > Hwy 20 and North Cascades National Park > Northwest Region > Washington",https://www.mountainproject.com/route/109117969/twitterpated,2.6,-1,Sport,5.9,1,80,48.46737,-121.96294
"Alimony Blues","Main Wall > 7 Mile Rock > Cumberland Crags > Other Skagit Valley Crags > Hwy 20 and North Cascades National Park > Northwest Region > Washington",https://www.mountainproject.com/route/110578234/alimony-blues,2.3,-1,Sport,5.9,1,95,48.46737,-121.96294
"B's Knees","Main Wall > 7 Mile Rock > Cumberland Crags > Other Skagit Valley Crags > Hwy 20 and North Cascades National Park > Northwest Region > Washington",https://www.mountainproject.com/route/113459447/bs-knees,2.2,-1,Sport,5.10c/d,1,65,48.46737,-121.96294
"Right On","Main Wall > 7 Mile Rock > Cumberland Crags > Other Skagit Valley Crags > Hwy 20 and North Cascades National Park > Northwest Region > Washington",https://www.mountainproject.com/route/108462411/right-on,3.0,-1,"Trad, Sport",5.10d,3,200,48.46737,-121.96294
"Join The Club","Main Wall > 7 Mile Rock > Cumberland Crags > Other Skagit Valley Crags > Hwy 20 and North Cascades National Park > Northwest Region > Washington",https://www.mountainproject.com/route/108462426/join-the-club,3.0,-1,"Trad, Sport",5.10d,2,150,48.46737,-121.96294
"Red Panda","Main Wall > 7 Mile Rock > Cumberland Crags > Other Skagit Valley Crags > Hwy 20 and North Cascades National Park > Northwest Region > Washington",https://www.mountainproject.com/route/108452876/red-panda,3.6,-1,"Trad, Sport",5.11a,1,80,48.46737,-121.96294
"Irish Spring","Main Wall > 7 Mile Rock > Cumberland Crags > Other Skagit Valley Crags > Hwy 20 and North Cascades National Park > Northwest Region > Washington",https://www.mountainproject.com/route/108462242/irish-spring,2.0,-1,"Trad, Sport",5.11a,1,140,48.46737,-121.96294
"Scrub Tech","Main Wall > 7 Mile Rock > Cumberland Crags > Other Skagit Valley Crags > Hwy 20 and North Cascades National Park > Northwest Region > Washington",https://www.mountainproject.com/route/108456807/scrub-tech,3.0,-1,"Trad, Sport",5.11c,1,60,48.46737,-121.96294
"Ragged Old Flag","Main Wall > 7 Mile Rock > Cumberland Crags > Other Skagit Valley Crags > Hwy 20 and North Cascades National Park > Northwest Region > Washington",https://www.mountainproject.com/route/113364388/ragged-old-flag,3.3,-1,Sport,5.11c,1,80,48.46737,-121.96294
"The Poop Deck","Main Wall > 7 Mile Rock > Cumberland Crags > Other Skagit Valley Crags > Hwy 20 and North Cascades National Park > Northwest Region > Washington",https://www.mountainproject.com/route/118913124/the-poop-deck,3.1,-1,Sport,5.11+,1,,48.46737,-121.96294
"The Idiot Box","Main Wall > 7 Mile Rock > Cumberland Crags > Other Skagit Valley Crags > Hwy 20 and North Cascades National Park > Northwest Region > Washington",https://www.mountainproject.com/route/108456871/the-idiot-box,3.0,-1,"Trad, Sport",5.11d,1,60,48.46737,-121.96294
"Unemployment Line","Main Wall > 7 Mile Rock > Cumberland Crags > Other Skagit Valley Crags > Hwy 20 and North Cascades National Park > Northwest Region > Washington",https://www.mountainproject.com/route/108462332/unemployment-line,2.6,-1,Sport,5.11d,2,150,48.46737,-121.96294
Outsourced,"Main Wall > 7 Mile Rock > Cumberland Crags > Other Skagit Valley Crags > Hwy 20 and North Cascades National Park > Northwest Region > Washington",https://www.mountainproject.com/route/108456796/outsourced,3.7,-1,"Trad, Sport",5.12a,1,75,48.46737,-121.96294
"Worth The Wait","Main Wall > 7 Mile Rock > Cumberland Crags > Other Skagit Valley Crags > Hwy 20 and North Cascades National Park > Northwest Region > Washington",https://www.mountainproject.com/route/112108533/worth-the-wait,4.0,-1,Sport,5.12c,1,80,48.46737,-121.96294
"Django Doghardt","The Kennel > 7 Mile Rock > Cumberland Crags > Other Skagit Valley Crags > Hwy 20 and North Cascades National Park > Northwest Region > Washington",https://www.mountainproject.com/route/120914573/django-doghardt,2.2,-1,Sport,5.5,1,60,48.46737,-121.96294
"Nappin' Tat","The Kennel > 7 Mile Rock > Cumberland Crags > Other Skagit Valley Crags > Hwy 20 and North Cascades National Park > Northwest Region > Washington",https://www.mountainproject.com/route/120914606/nappin-tat,2.2,-1,Sport,5.6,1,60,48.46737,-121.96294
Rachel,"Wise Up Wall > Coal Mt. Crag > Cumberland Crags > Other Skagit Valley Crags > Hwy 20 and North Cascades National Park > Northwest Region > Washington",https://www.mountainproject.com/route/108474313/rachel,1.7,-1,Sport,5.8,1,40,48.44095,-121.95135
"Mullet Stew","Wise Up Wall > Coal Mt. Crag > Cumberland Crags > Other Skagit Valley Crags > Hwy 20 and North Cascades National Park > Northwest Region > Washington",https://www.mountainproject.com/route/108474323/mullet-stew,1.7,-1,"Trad, Sport",5.8,1,110,48.44095,-121.95135
Exodus,"Wise Up Wall > Coal Mt. Crag > Cumberland Crags > Other Skagit Valley Crags > Hwy 20 and North Cascades National Park > Northwest Region > Washington",https://www.mountainproject.com/route/108447880/exodus,2.7,-1,Sport,5.9,1,100,48.44095,-121.95135
Wiseguy,"Wise Up Wall > Coal Mt. Crag > Cumberland Crags > Other Skagit Valley Crags > Hwy 20 and North Cascades National Park > Northwest Region > Washington",https://www.mountainproject.com/route/108474304/wiseguy,2.2,-1,Sport,5.9,1,100,48.44095,-121.95135
"Iron Worker","Flat Iron Slab > Coal Mt. Crag > Cumberland Crags > Other Skagit Valley Crags > Hwy 20 and North Cascades National Park > Northwest Region > Washington",https://www.mountainproject.com/route/108474189/iron-worker,3.0,-1,"Trad, Sport",5.10a,1,80,48.44095,-121.95135
"A Touch Of Class","Flat Iron Slab > Coal Mt. Crag > Cumberland Crags > Other Skagit Valley Crags > Hwy 20 and North Cascades National Park > Northwest Region > Washington",https://www.mountainproject.com/route/108474195/a-touch-of-class,3.0,-1,"Trad, Sport",5.10b,1,75,48.44095,-121.95135
"Ultra Basic","Flat Iron Slab > Coal Mt. Crag > Cumberland Crags > Other Skagit Valley Crags > Hwy 20 and North Cascades National Park > Northwest Region > Washington",https://www.mountainproject.com/route/108447892/ultra-basic,3.3,-1,"Trad, Sport",5.10c,3,220,48.44095,-121.95135
"Cookie Sheet","Flat Iron Slab > Coal Mt. Crag > Cumberland Crags > Other Skagit Valley Crags > Hwy 20 and North Cascades National Park > Northwest Region > Washington",https://www.mountainproject.com/route/108474199/cookie-sheet,3.3,-1,"Trad, Sport",5.10+,1,75,48.44095,-121.95135
